path,archetype
ArtemisArt/maestro-della-croce - maestro-della-croce_1175/maestro-della-croce_10.jpg,14
ArtemisArt/maestro-della-croce - maestro-della-croce_1175/maestro-della-croce_8.jpg,14
ArtemisArt/magnelli - alberto-magnelli_1888/magnelli_3.jpg,14
ArtemisArt/magritte - rene-magritte_1898/magritte_10.jpg,14
ArtemisArt/magritte - rene-magritte_1898/magritte_18.jpg,12
ArtemisArt/magritte - rene-magritte_1898/magritte_25.jpg,14
ArtemisArt/magritte - rene-magritte_1898/magritte_32.jpg,14
ArtemisArt/magritte - rene-magritte_1898/magritte_4.jpg,14
ArtemisArt/magritte - rene-magritte_1898/magritte_6.jpg,14
ArtemisArt/maillol - aristide-maillol_1861/maillol_13.jpg,14
ArtemisArt/maillol - aristide-maillol_1861/maillol_20.jpg,14
ArtemisArt/maillol - aristide-maillol_1861/maillol_4.jpg,14
ArtemisArt/majorelle - jacques-majorelle_1886/majorelle_2.jpg,14
ArtemisArt/malevitch - kasimir-malevitch_1879/malevitch_1.jpg,14
ArtemisArt/malevitch - kasimir-malevitch_1879/malevitch_3.jpg,14
ArtemisArt/man - victor-man_1974/man_10.jpg,14
ArtemisArt/man - victor-man_1974/man_5.jpg,12
ArtemisArt/manet - edouard-manet_1832/manet_12.jpg,14
ArtemisArt/manet - edouard-manet_1832/manet_2.jpg,14
ArtemisArt/manet - edouard-manet_1832/manet_27.jpg,13
ArtemisArt/manet - edouard-manet_1832/manet_34.jpg,14
ArtemisArt/manet - edouard-manet_1832/manet_41.jpg,14
ArtemisArt/manet - edouard-manet_1832/manet_7.jpg,14
ArtemisArt/mantegna - andrea-mantegna_1431/mantegna_14.jpg,2
ArtemisArt/mantegna - andrea-mantegna_1431/mantegna_21.jpg,15
ArtemisArt/mantegna - andrea-mantegna_1431/mantegna_29.jpg,14
ArtemisArt/mantegna - andrea-mantegna_1431/mantegna_36.jpg,9
ArtemisArt/mantegna - andrea-mantegna_1431/mantegna_7.jpg,14
ArtemisArt/marc - franz-marc_1880/marc_14.jpg,9
ArtemisArt/marc - franz-marc_1880/marc_21.jpg,11
ArtemisArt/marc - franz-marc_1880/marc_5.jpg,8
ArtemisArt/marcoussis - markus-ludwig-dit-louis-marcoussis_1878/marcoussis_12.jpg,4
ArtemisArt/marcoussis - markus-ludwig-dit-louis-marcoussis_1878/marcoussis_8.jpg,1
ArtemisArt/marini - marino-marini_1901/marini_15.jpg,15
ArtemisArt/marini - marino-marini_1901/marini_22.jpg,14
ArtemisArt/marini - marino-marini_1901/marini_3.jpg,14
ArtemisArt/marini - marino-marini_1901/marini_37.jpg,13
ArtemisArt/marini - marino-marini_1901/marini_8.jpg,14
ArtemisArt/marquet - albert-marquet_1875/marquet_15.jpg,14
ArtemisArt/marquet - albert-marquet_1875/marquet_22.jpg,14
ArtemisArt/marquet - albert-marquet_1875/marquet_9.jpg,14
ArtemisArt/masaccio - tommaso-diser-giovanni-cassai-dit-masaccio_1401/masaccio_16.jpg,14
ArtemisArt/masaccio - tommaso-diser-giovanni-cassai-dit-masaccio_1401/masaccio_9.jpg,14
ArtemisArt/masolino - tommaso-di-cristoforo-fini-dit-masolino-da-panicale_1383/masolino_7.jpg,14
ArtemisArt/masson - andre-masson_1896/masson_14.jpg,14
ArtemisArt/masson - andre-masson_1896/masson_21.jpg,14
ArtemisArt/masson - andre-masson_1896/masson_8.jpg,14
ArtemisArt/mathieu - georges-mathieu_1921/mathieu_15.jpg,14
ArtemisArt/mathieu - georges-mathieu_1921/mathieu_22.jpg,14
ArtemisArt/mathieu - georges-mathieu_1921/mathieu_3.jpg,15
ArtemisArt/mathieu - georges-mathieu_1921/mathieu_5.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_12.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_2.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_27.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_34.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_41.jpg,9
ArtemisArt/matisse - henri-matisse_1869/matisse_49.jpg,10
ArtemisArt/matisse - henri-matisse_1869/matisse_56.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_63.jpg,14
ArtemisArt/matisse - henri-matisse_1869/matisse_8.jpg,10
ArtemisArt/matta - roberto-antonio-sebastian-matta_1911/matta_5.jpg,13
ArtemisArt/mehadji - najia-mehadji_1950/mehadji_12.jpg,15
ArtemisArt/mehadji - najia-mehadji_1950/mehadji_2.jpg,13
ArtemisArt/mehadji - najia-mehadji_1950/mehadji_27.jpg,14
ArtemisArt/mehadji - najia-mehadji_1950/mehadji_4.jpg,11
ArtemisArt/meissonier - ernest-meissonier_1815/meissonier_11.jpg,14
ArtemisArt/meissonier - ernest-meissonier_1815/meissonier_19.jpg,14
ArtemisArt/meissonier - ernest-meissonier_1815/meissonier_26.jpg,14
ArtemisArt/meissonier - ernest-meissonier_1815/meissonier_8.jpg,14
ArtemisArt/memling - hans-memling_1440/memling_15.jpg,12
ArtemisArt/memling - hans-memling_1440/memling_22.jpg,10
ArtemisArt/memling - hans-memling_1440/memling_3.jpg,14
ArtemisArt/memling - hans-memling_1440/memling_37.jpg,14
ArtemisArt/memling - hans-memling_1440/memling_44.jpg,5
ArtemisArt/memling - hans-memling_1440/memling_51.jpg,12
ArtemisArt/memling - hans-memling_1440/memling_59.jpg,14
ArtemisArt/memling - hans-memling_1440/memling_66.jpg,14
ArtemisArt/mengs - anton-raphael-mengs_1728/mengs_1.jpg,12
ArtemisArt/mengs - anton-raphael-mengs_1728/mengs_17.jpg,10
ArtemisArt/mengs - anton-raphael-mengs_1728/mengs_5.jpg,14
ArtemisArt/metsu - gabriel-metsu_1629/metsu_12.jpg,10
ArtemisArt/metsu - gabriel-metsu_1629/metsu_4.jpg,14
ArtemisArt/metsys - quentin-metsys_1465/metsys_11.jpg,14
ArtemisArt/metsys - quentin-metsys_1465/metsys_19.jpg,15
ArtemisArt/metsys - quentin-metsys_1465/metsys_6.jpg,14
ArtemisArt/michallon - achille-etna-michallon_1796/michallon_13.jpg,14
ArtemisArt/michallon - achille-etna-michallon_1796/michallon_5.jpg,14
ArtemisArt/michaux - henri-michaux_1899/michaux_2.jpg,14
ArtemisArt/mieiris-w - willem-van-mieris_1662/mieiris-w_1.jpg,14
ArtemisArt/mignard-p - nicolas-ou-pierre-mignard_1606/mignard-p_10.jpg,14
ArtemisArt/mignard-p - nicolas-ou-pierre-mignard_1606/mignard-p_18.jpg,9
ArtemisArt/mignard-p - nicolas-ou-pierre-mignard_1606/mignard-p_25.jpg,10
ArtemisArt/mignard-p - nicolas-ou-pierre-mignard_1606/mignard-p_8.jpg,10
ArtemisArt/millais - john-everett-millais_1829/millais_5.jpg,14
ArtemisArt/millet-f - jean-francois-millet-dit-francisque_1642/millet-f_4.jpg,14
ArtemisArt/millet-jf - jean-francois-millet_1814/millet-jf_15.jpg,14
ArtemisArt/millet-jf - jean-francois-millet_1814/millet-jf_22.jpg,14
ArtemisArt/millet-jf - jean-francois-millet_1814/millet-jf_9.jpg,14
ArtemisArt/min - min-jung-yeon_1979/min_16.jpg,14
ArtemisArt/min - min-jung-yeon_1979/min_7.jpg,14
ArtemisArt/miranda - juan-carreno-de-miranda_1614/miranda_6.jpg,14
ArtemisArt/miro - joan-miro_1893/miro_12.jpg,14
ArtemisArt/miro - joan-miro_1893/miro_2.jpg,14
ArtemisArt/miro - joan-miro_1893/miro_27.jpg,14
ArtemisArt/miro - joan-miro_1893/miro_7.jpg,10
ArtemisArt/mitchell - joan-mitchell_1925/mitchell_14.jpg,14
ArtemisArt/mitchell - joan-mitchell_1925/mitchell_21.jpg,14
ArtemisArt/mitchell - joan-mitchell_1925/mitchell_29.jpg,9
ArtemisArt/mitchell - joan-mitchell_1925/mitchell_6.jpg,12
ArtemisArt/modigliani - amedeo-modigliani_1884/modigliani_13.jpg,14
ArtemisArt/modigliani - amedeo-modigliani_1884/modigliani_20.jpg,14
ArtemisArt/modigliani - amedeo-modigliani_1884/modigliani_28.jpg,14
ArtemisArt/modigliani - amedeo-modigliani_1884/modigliani_35.jpg,14
ArtemisArt/modigliani - amedeo-modigliani_1884/modigliani_5.jpg,14
ArtemisArt/mohidin - latiff-mohidin_1941/mohidin_3.jpg,15
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_10.jpg,15
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_18.jpg,14
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_25.jpg,14
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_32.jpg,14
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_4.jpg,15
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_47.jpg,10
ArtemisArt/monaco - piero-di-giovanni-dit-lorenzo-monaco_1370/monaco_6.jpg,14
ArtemisArt/mondrian - piet-mondrian_1872/mondrian_13.jpg,7
ArtemisArt/mondrian - piet-mondrian_1872/mondrian_20.jpg,8
ArtemisArt/mondrian - piet-mondrian_1872/mondrian_28.jpg,14
ArtemisArt/mondrian - piet-mondrian_1872/mondrian_7.jpg,12
ArtemisArt/monet - claude-monet_1840/monet_103.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_15.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_22.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_3.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_37.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_44.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_51.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_59.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_66.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_73.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_80.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_88.jpg,14
ArtemisArt/monet - claude-monet_1840/monet_95.jpg,14
ArtemisArt/morandi - giorgio-morandi_1890/morandi_12.jpg,14
ArtemisArt/morandi - giorgio-morandi_1890/morandi_3.jpg,14
ArtemisArt/moreau - gustave-moreau_1826/moreau_10.jpg,10
ArtemisArt/moreau - gustave-moreau_1826/moreau_18.jpg,14
ArtemisArt/moreau - gustave-moreau_1826/moreau_25.jpg,14
ArtemisArt/moreau - gustave-moreau_1826/moreau_32.jpg,14
ArtemisArt/moreau - gustave-moreau_1826/moreau_4.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_1.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_17.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_24.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_31.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_39.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_46.jpg,14
ArtemisArt/morisot - berthe-morisot_1841/morisot_9.jpg,14
ArtemisArt/moroni - giovanni-baptista-moroni_1520/moroni_7.jpg,14
ArtemisArt/munch - edvard-munch_1863/munch_14.jpg,14
ArtemisArt/munch - edvard-munch_1863/munch_21.jpg,10
ArtemisArt/munch - edvard-munch_1863/munch_29.jpg,14
ArtemisArt/munch - edvard-munch_1863/munch_36.jpg,12
ArtemisArt/munch - edvard-munch_1863/munch_43.jpg,14
ArtemisArt/munch - edvard-munch_1863/munch_8.jpg,15
ArtemisArt/munter - gabriele-munter_1877/munter_15.jpg,14
ArtemisArt/munter - gabriele-munter_1877/munter_22.jpg,13
ArtemisArt/munter - gabriele-munter_1877/munter_3.jpg,14
ArtemisArt/munter - gabriele-munter_1877/munter_5.jpg,14
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_12.jpg,14
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_2.jpg,14
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_27.jpg,14
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_34.jpg,10
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_41.jpg,10
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_49.jpg,14
ArtemisArt/murillo - bartolome-esteban-murillo_1618/murillo_8.jpg,14
ArtemisArt/nattier - jean-marc-nattier_1685/nattier_15.jpg,14
ArtemisArt/nattier - jean-marc-nattier_1685/nattier_22.jpg,14
ArtemisArt/nattier - jean-marc-nattier_1685/nattier_3.jpg,15
ArtemisArt/nattier - jean-marc-nattier_1685/nattier_4.jpg,14
ArtemisArt/neel - alice-neel_1900/neel_11.jpg,10
ArtemisArt/neel - alice-neel_1900/neel_19.jpg,15
ArtemisArt/neel - alice-neel_1900/neel_26.jpg,14
ArtemisArt/neel - alice-neel_1900/neel_33.jpg,14
ArtemisArt/nielsen - eva-nielsen_1983/nielsen_10.jpg,14
ArtemisArt/nielsen - eva-nielsen_1983/nielsen_8.jpg,14
ArtemisArt/nkanga - otobang-nkanga_1974/nkanga_15.jpg,10
ArtemisArt/nkanga - otobang-nkanga_1974/nkanga_22.jpg,13
ArtemisArt/nkanga - otobang-nkanga_1974/nkanga_7.jpg,10
ArtemisArt/nolde - emil-nolde_1867/nolde_2.jpg,14
ArtemisArt/oudry - jean-baptiste-oudry_1686/oudry_1.jpg,14
ArtemisArt/oudry - jean-baptiste-oudry_1686/oudry_17.jpg,10
ArtemisArt/oudry - jean-baptiste-oudry_1686/oudry_24.jpg,14
ArtemisArt/oudry - jean-baptiste-oudry_1686/oudry_31.jpg,14
ArtemisArt/parent - marie-florence-parent-dite-mimi-parent_1924/parent_1.jpg,14
ArtemisArt/parent - marie-florence-parent-dite-mimi-parent_1924/parent_8.jpg,10
ArtemisArt/parmigianino - girolamo-francesco-maria-mazzola-dit_1503/parmigianino_5.jpg,10
ArtemisArt/pater - jean-baptiste-pater_1695/pater_12.jpg,14
ArtemisArt/pater - jean-baptiste-pater_1695/pater_4.jpg,14
ArtemisArt/perera - rajni-perera_1985/perera_11.jpg,14
ArtemisArt/perera - rajni-perera_1985/perera_7.jpg,14
ArtemisArt/perrot - philippe-perrot_1967/perrot_14.jpg,14
ArtemisArt/perrot - philippe-perrot_1967/perrot_3.jpg,14
ArtemisArt/perugin - pietro-di-cristoforo-vannucci-dit-perugin_1448/perugin_10.jpg,14
ArtemisArt/perugin - pietro-di-cristoforo-vannucci-dit-perugin_1448/perugin_18.jpg,5
ArtemisArt/perugin - pietro-di-cristoforo-vannucci-dit-perugin_1448/perugin_25.jpg,14
ArtemisArt/perugin - pietro-di-cristoforo-vannucci-dit-perugin_1448/perugin_32.jpg,14
ArtemisArt/perugin - pietro-di-cristoforo-vannucci-dit-perugin_1448/perugin_4.jpg,10
ArtemisArt/perugin - pietro-di-cristoforo-vannucci-dit-perugin_1448/perugin_6.jpg,14
ArtemisArt/picabia - francis-picabia_1879/picabia_13.jpg,10
ArtemisArt/picabia - francis-picabia_1879/picabia_20.jpg,14
ArtemisArt/picabia - francis-picabia_1879/picabia_8.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_15.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_22.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_3.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_37.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_44.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_51.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_59.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_66.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_73.jpg,14
ArtemisArt/picasso - pablo-picasso_1881/picasso_80.jpg,14
ArtemisArt/pincherle - adriana-pincherle_1905/pincherle_6.jpg,14
ArtemisArt/pissarro - camille-pissarro_1830/pissarro_13.jpg,14
ArtemisArt/pissarro - camille-pissarro_1830/pissarro_20.jpg,14
ArtemisArt/pissarro - camille-pissarro_1830/pissarro_28.jpg,14
ArtemisArt/pissarro - camille-pissarro_1830/pissarro_35.jpg,14
ArtemisArt/pissarro - camille-pissarro_1830/pissarro_9.jpg,14
ArtemisArt/polke - sigmar-polke_1941/polke_8.jpg,14
ArtemisArt/pollaiolo-p - piero-del-pollaiolo_1441/pollaiolo-p_5.jpg,14
ArtemisArt/pontormo - jacopo-carucci-dit-pontormo_1494/pontormo_4.jpg,10
ArtemisArt/portana - vicente-lopez-portana_1772/portana_12.jpg,14
ArtemisArt/portana - vicente-lopez-portana_1772/portana_4.jpg,10
ArtemisArt/pourbus - frans-II-pourbus-le-jeune_1569/pourbus_11.jpg,10
ArtemisArt/pourbus - frans-II-pourbus-le-jeune_1569/pourbus_5.jpg,9
ArtemisArt/poussin - nicolas-poussin_1594/poussin_12.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_2.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_27.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_34.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_41.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_49.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_56.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_63.jpg,14
ArtemisArt/poussin - nicolas-poussin_1594/poussin_70.jpg,14
ArtemisArt/primitifs-espagnols - de-1300-a-1500_1450/primitifs-espagnols_10.jpg,9
ArtemisArt/primitifs-espagnols - de-1300-a-1500_1450/primitifs-espagnols_18.jpg,14
ArtemisArt/primitifs-espagnols - de-1300-a-1500_1450/primitifs-espagnols_4.jpg,9
ArtemisArt/primitifs-ethiopiens - peinture-religieuse-chretienne-ethiopie_1750/primitifs-ethiopie_11.jpg,3
ArtemisArt/primitifs-ethiopiens - peinture-religieuse-chretienne-ethiopie_1750/primitifs-ethiopie_19.jpg,10
ArtemisArt/primitifs-ethiopiens - peinture-religieuse-chretienne-ethiopie_1750/primitifs-ethiopie_4.jpg,14
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_11.jpg,9
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_19.jpg,14
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_26.jpg,15
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_33.jpg,10
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_40.jpg,11
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_48.jpg,14
ArtemisArt/primitifs-flamands - de-1300-a-1500 _1450/primitifs-flamands_9.jpg,5
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_16.jpg,13
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_23.jpg,14
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_30.jpg,1
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_38.jpg,9
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_45.jpg,14
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_52.jpg,9
ArtemisArt/primitifs-grecs - icones-grece-crete-macedoine-1200-1600_1400/primitifs-grecs_8.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_15.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_22.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_3.jpg,10
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_37.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_44.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_51.jpg,9
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_59.jpg,12
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_66.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_73.jpg,14
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_80.jpg,10
ArtemisArt/primitifs-italiens - de-1200-a-1500_1400/primitifs-italiens_88.jpg,14
ArtemisArt/primitifs-russes - icones-russie-1600-1750_1680/primitifs-russes_13.jpg,15
ArtemisArt/primitifs-russes - icones-russie-1600-1750_1680/primitifs-russes_4.jpg,15
ArtemisArt/prouve - victor-prouve_1858/prouve_11.jpg,14
ArtemisArt/prouve - victor-prouve_1858/prouve_19.jpg,14
ArtemisArt/prouve - victor-prouve_1858/prouve_4.jpg,14
ArtemisArt/prudhon - pierre-paul-prudhon_1758/prudhon_11.jpg,9
ArtemisArt/prudhon - pierre-paul-prudhon_1758/prudhon_19.jpg,14
ArtemisArt/prudhon - pierre-paul-prudhon_1758/prudhon_26.jpg,10
ArtemisArt/prudhon - pierre-paul-prudhon_1758/prudhon_8.jpg,14
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_15.jpg,14
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_22.jpg,14
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_3.jpg,14
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_37.jpg,14
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_1.jpg,6
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_17.jpg,14
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_24.jpg,9
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_4.jpg,15
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_11.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_19.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_26.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_33.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_40.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_48.jpg,12
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_55.jpg,9
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_62.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_7.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_77.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_84.jpg,14
ArtemisArt/redon - odilon-redon_1840/redon_12.jpg,14
ArtemisArt/redon - odilon-redon_1840/redon_2.jpg,-1
ArtemisArt/redon - odilon-redon_1840/redon_27.jpg,14
ArtemisArt/redon - odilon-redon_1840/redon_34.jpg,14
ArtemisArt/redon - odilon-redon_1840/redon_41.jpg,14
ArtemisArt/redon - odilon-redon_1840/redon_6.jpg,14
ArtemisArt/reigl - judit-reigl_1923/reigl_5.jpg,10
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_13.jpg,10
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_20.jpg,10
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_28.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_35.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_42.jpg,5
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_5.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_57.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_64.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_71.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_79.jpg,14
ArtemisArt/reni - guido-reni_1575/reni_10.jpg,14
ArtemisArt/reni - guido-reni_1575/reni_18.jpg,14
ArtemisArt/reni - guido-reni_1575/reni_25.jpg,14
ArtemisArt/reni - guido-reni_1575/reni_32.jpg,7
ArtemisArt/reni - guido-reni_1575/reni_4.jpg,10
ArtemisArt/reni - guido-reni_1575/reni_5.jpg,10
ArtemisArt/renoir - auguste-renoir_1841/renoir_101.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_109.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_116.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_123.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_130.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_138.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_145.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_17.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_24.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_31.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_39.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_46.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_53.jpg,10
ArtemisArt/renoir - auguste-renoir_1841/renoir_60.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_68.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_75.jpg,10
ArtemisArt/renoir - auguste-renoir_1841/renoir_82.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_9.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_97.jpg,14
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_14.jpg,10
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_21.jpg,14
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_29.jpg,10
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_36.jpg,14
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_43.jpg,14
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_9.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_16.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_23.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_30.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_38.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_45.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_52.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_6.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_67.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_74.jpg,10
ArtemisArt/ribera - jose-ribera_1591/ribera_81.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_89.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_102.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_18.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_25.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_32.jpg,15
ArtemisArt/richter - gerhard-richter_1932/richter_4.jpg,4
ArtemisArt/richter - gerhard-richter_1932/richter_47.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_54.jpg,7
ArtemisArt/richter - gerhard-richter_1932/richter_61.jpg,14
